kms,vehicle_age,kms_per_year,horsepower_mid,engine_cc_mid,doors,cylinders,seating_capacity,brand,model,trim,fuel_type,body_type,steering_side,regional_specs,age_bucket,log_price
0,1,0.0,249.5,1249.5,4 door,4,5 Seater,Mercedes-Benz,A-Class,A 200 AMG,Petrol,Sedan,Left Hand,GCC Specs,0-1,11.91170829631447
0,2,0.0,449.5,4000.0,4 door,8,7 Seater,Nissan,Armada,SL,Petrol,SUV,Left Hand,Other,2-3,12.072541252905651
146469,7,20924.14285714286,349.5,3249.5,5+ doors,6,5 Seater,Land Rover,Range Rover,Vogue HSE,Petrol,SUV,Left Hand,GCC Specs,7-10,11.669937760751914
68000,4,17000.0,249.5,2249.5,4 door,4,5 Seater,Audi,A6,S-line,Diesel,Sedan,Left Hand,Japanese Specs,4-6,11.599112335481124
41600,4,10400.0,249.5,1749.5,4 door,4,5 Seater,Skoda,Octavia,RS,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.44999631476691
122000,8,15250.0,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 560,Petrol,Sedan,Left Hand,GCC Specs,7-10,12.07254696717504
183220,10,18322.0,349.5,3749.5,5+ doors,6,5 Seater,Porsche,Cayenne,Standard,Petrol,SUV,Left Hand,GCC Specs,7-10,10.97679912709094
20,0,0.0,149.5,1249.5,5+ doors,3,5 Seater,Exeed,LX,Luxury,Petrol,SUV,Left Hand,GCC Specs,0-1,11.260610536355738
0,1,0.0,249.5,2749.5,4 door,4,7 Seater,Mitsubishi,Outlander,PHEV Top Line,Petrol,SUV,Left Hand,GCC Specs,0-1,11.461642696843066
127000,10,12700.0,149.5,,4 door,4,Unknown,Peugeot,5008,Allure Premium,Petrol,SUV,Left Hand,GCC Specs,7-10,10.239995502805316
26720,1,26720.0,249.5,2249.5,5+ doors,4,5 Seater,Jetour,T2,Luxury,Petrol,SUV,Left Hand,GCC Specs,0-1,11.751556464218776
6,1,6.0,249.5,2249.5,4 door,4,5 Seater,BMW,X4,xDrive30i M Sport,Petrol,Coupe,Left Hand,GCC Specs,0-1,12.468436909997664
60400,7,8628.57142857143,249.5,3749.5,5+ doors,6,7 Seater,Lincoln,Navigator,Reserve,Petrol,SUV,Left Hand,GCC Specs,7-10,11.9479558477909
155000,6,25833.33333333333,449.5,4000.0,4 door,8,7 Seater,Infiniti,QX80,Luxury,Petrol,SUV,Left Hand,American Specs,4-6,11.502885230075814
10,0,0.0,49.5,1249.5,4 door,3,5 Seater,Suzuki,S-PRESSO,Other,Petrol,Hatchback,Left Hand,Other,0-1,10.268165387743457
24800,4,6200.0,149.5,1249.5,2 door,4,4 Seater,Abarth,595,C Competizione,Petrol,Soft Top Convertible,Left Hand,GCC Specs,4-6,11.050905878263569
0,1,0.0,149.5,1749.5,4 door,4,5 Seater,Volkswagen,T-Roc,R-Line,Petrol,Crossover,Left Hand,Chinese Specs,0-1,11.251573687764475
162000,8,20250.0,249.5,2749.5,4 door,4,4 Seater,Volkswagen,Tiguan,R-line,Petrol,SUV,Left Hand,GCC Specs,7-10,10.736418414365374
4000,3,1333.3333333333333,,,4 door,Unknown,5 Seater,Lotus,Eletre,R,Electric,SUV,Left Hand,GCC Specs,2-3,13.122365377402328
186000,14,13285.714285714286,349.5,,4 door,6,5 Seater,Volvo,XC60,T6 Prestige Plus,Petrol,SUV,Left Hand,GCC Specs,10+,10.043292972227004
160000,6,26666.666666666668,449.5,4000.0,4 door,8,7 Seater,Cadillac,Escalade,ESV Premium Luxury,Petrol,SUV,Left Hand,GCC Specs,4-6,11.599112335481124
12000,7,1714.2857142857142,549.5,4000.0,2 door,10,2 Seater,Lamborghini,Huracan,Other,Petrol,Soft Top Convertible,Left Hand,Other,7-10,13.52649559761195
118000,12,9833.333333333334,149.5,2249.5,4 door,4,5 Seater,Kia,Sportage,EX,Petrol,SUV,Left Hand,GCC Specs,10+,10.203629181337648
24000,16,1500.0,549.5,,2 door,10,4 Seater,BMW,M6,M6 Coupe,Petrol,Coupe,Left Hand,American Specs,10+,11.842236406331557
12000,2,6000.0,349.5,249.5,4 door,Unknown,5 Seater,Tesla,Model Y,Long Range,Electric,Sedan,Left Hand,American Specs,2-3,11.362114203075018
107882,6,17980.333333333332,649.5,4000.0,2 door,8,4 Seater,BMW,M8,M8 Convertible,Petrol,Soft Top Convertible,Left Hand,European Specs,4-6,12.53897064502647
82646,8,10330.75,149.5,2749.5,4 door,4,5 Seater,Nissan,X-Trail,S,Petrol,SUV,Left Hand,GCC Specs,7-10,10.799595985047786
135000,15,9000.0,149.5,1749.5,4 door,4,4 Seater,Hyundai,Avante,GDI,Petrol,Sedan,Left Hand,Korean Specs,10+,9.99884318585288
210000,7,30000.0,449.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,G-Class,G 63 AMG Edition 1,Petrol,SUV,Left Hand,GCC Specs,7-10,12.948012371209098
88000,5,17600.0,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,G-Class,G 63 AMG,Petrol,SUV,Left Hand,Korean Specs,4-6,13.1421679654829
123000,11,11181.818181818182,149.5,1749.5,3 door,4,4 Seater,Suzuki,Jimny,Other,Petrol,SUV,Left Hand,GCC Specs,10+,10.12667110305036
102000,7,14571.42857142857,149.5,1249.5,4 door,4,5 Seater,Hyundai,Creta,GL,Petrol,SUV,Left Hand,GCC Specs,7-10,10.275085591132717
58110,6,9685.0,449.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,A-Class,AMG A 45 S,Petrol,Coupe,Left Hand,GCC Specs,4-6,12.095146671399466
165000,10,16500.0,449.5,4000.0,5+ doors,8,7 Seater,Nissan,Patrol,LE Platinum,Petrol,SUV,Left Hand,GCC Specs,7-10,11.156264806643742
112000,8,14000.0,349.5,3249.5,4 door,6,5 Seater,Land Rover,Range Rover,HSE,Petrol,SUV,Left Hand,GCC Specs,7-10,11.635151947212842
85000,4,21250.0,149.5,1749.5,4 door,4,5 Seater,Mitsubishi,EclipseCross,GLS,Petrol,SUV,Left Hand,GCC Specs,4-6,10.799575577092764
47365,4,11841.25,649.5,4000.0,4 door,8,5 Seater,Porsche,Cayenne,Turbo GT,Petrol,SUV,Left Hand,Other,4-6,13.16158409055761
68000,6,11333.333333333334,249.5,1749.5,4 door,4,5 Seater,MG,ZS,Luxury,Petrol,SUV,Left Hand,GCC Specs,4-6,10.165890277802454
190000,18,10555.555555555557,249.5,3749.5,2 door,6,4 Seater,Jeep,Wrangler,Sport,Petrol,SUV,Left Hand,GCC Specs,10+,10.184937747111393
40000,3,13333.333333333334,149.5,2249.5,4 door,4,5 Seater,Toyota,Camry,SE,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.26446410567173
108000,8,13500.0,449.5,4000.0,4 door,8,5 Seater,Land Rover,Range Rover,Autobiography,Petrol,SUV,Left Hand,GCC Specs,7-10,11.976665770490769
10,1,10.0,149.5,1749.5,4 door,4,5 Seater,MG,GT,Other,Petrol,Sedan,Left Hand,GCC Specs,0-1,10.91328684226798
13463,1,13463.0,449.5,2749.5,4 door,6,5 Seater,Porsche,Taycan,Standard,Electric,Sedan,Left Hand,GCC Specs,0-1,12.847929163278051
50,3,16.666666666666668,449.5,3749.5,2 door,6,4 Seater,Porsche,Carrera / 911,Turbo S,Petrol,Soft Top Convertible,Left Hand,European Specs,2-3,13.901689171636098
263000,17,15470.588235294115,249.5,4000.0,4 door,8,5 Seater,Porsche,Cayenne,S,Petrol,SUV,Left Hand,GCC Specs,10+,9.433563920090563
82000,4,20500.0,149.5,1249.5,4 door,4,5 Seater,Mitsubishi,EclipseCross,GLS,Petrol,SUV,Left Hand,GCC Specs,4-6,10.799575577092764
75000,4,18750.0,149.5,1749.5,5+ doors,4,5 Seater,Toyota,Yaris,SE,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.55843949396453
0,1,0.0,249.5,1749.5,4 door,4,7 Seater,Forthing,V9,PHEV Premium,Hybrid,Van,Left Hand,GCC Specs,0-1,12.042971193457888
0,1,0.0,449.5,3749.5,4 door,6,7 Seater,Toyota,Land Cruiser,GXR,Petrol,SUV,Left Hand,GCC Specs,0-1,12.574185427296197
95000,5,19000.0,249.5,1749.5,2 door,4,4 Seater,BMW,4-Series,430i M Sport,Petrol,Coupe,Left Hand,GCC Specs,4-6,11.827743504053696
255000,9,28333.33333333333,349.5,3249.5,2 door,6,5 Seater,Jeep,Wrangler,Sport S,Petrol,SUV,Left Hand,GCC Specs,7-10,10.703266939811954
11010,2,5505.0,249.5,2249.5,5+ doors,4,5 Seater,Jeep,Wrangler Unlimited,Sahara,Petrol,SUV,Left Hand,GCC Specs,2-3,12.095146671399466
33,1,33.0,549.5,4000.0,4 door,12,4 Seater,Rolls-Royce,Cullinan,Black Badge,Petrol,SUV,Left Hand,GCC Specs,0-1,14.751212075668883
170000,14,12142.857142857143,349.5,3249.5,4 door,8,7 Seater,Nissan,Patrol,SE,Petrol,SUV,Left Hand,GCC Specs,10+,10.53212287826962
120000,12,10000.0,549.5,4000.0,5+ doors,8,5 Seater,Land Rover,Range Rover Sport,Supercharged,Petrol,SUV,Left Hand,American Specs,10+,11.225256725762891
119000,6,19833.33333333333,249.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C200,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.39640288460621
14308,4,3577.0,349.5,3249.5,2 door,6,4 Seater,Porsche,Carrera / 911,Carrera,Petrol,Coupe,Left Hand,GCC Specs,4-6,13.100119813444692
187000,9,20777.777777777777,249.5,1749.5,5+ doors,6,5 Seater,Audi,A6,35 TFSI,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.491301994830229
85000,6,14166.666666666666,249.5,2249.5,4 door,4,5 Seater,Mitsubishi,L200,Double Cab GLX,Petrol,Pick Up Truck,Left Hand,GCC Specs,4-6,10.680539205318292
99000,7,14142.857142857143,349.5,3249.5,4 door,6,5 Seater,BMW,X5,xDrive40i M Sport,Petrol,SUV,Left Hand,GCC Specs,7-10,11.842229212112828
112000,7,16000.0,249.5,1749.5,4 door,4,5 Seater,BMW,X1,sDrive20i,Petrol,SUV,Left Hand,GCC Specs,7-10,11.034905792929417
3100,1,3100.0,349.5,2749.5,2 door,6,4 Seater,Porsche,Carrera / 911,Carrera T,Petrol,Coupe,Left Hand,GCC Specs,0-1,13.34550852871726
68000,4,17000.0,249.5,1749.5,5+ doors,4,5 Seater,Haval,H6,Supreme,Petrol,SUV,Left Hand,GCC Specs,4-6,10.859018228147889
0,1,0.0,249.5,2749.5,4 door,4,5 Seater,Lexus,RX-Series,Other,Hybrid,SUV,Left Hand,Other,0-1,12.437188334739655
5207,2,2603.5,149.5,1749.5,5+ doors,4,5 Seater,Bestune,T77,Deluxe,Petrol,SUV,Left Hand,GCC Specs,2-3,10.933124826700707
0,0,0.0,249.5,1249.5,4 door,4,5 Seater,Mercedes-Benz,CLA,CLA200,Petrol,Coupe,Left Hand,GCC Specs,0-1,12.095146671399466
30303,2,15151.5,149.5,1249.5,4 door,4,5 Seater,GAC,EMPOW,GL,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.156250521031495
0,2,0.0,149.5,1749.5,4 door,4,4 Seater,Mitsubishi,EclipseCross,GLX,Petrol,SUV,Left Hand,Other,2-3,11.31448672129398
149503,17,8794.29411764706,149.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C200,Petrol,Sedan,Left Hand,GCC Specs,10+,9.39274525863144
36000,3,12000.0,149.5,1249.5,4 door,4,5 Seater,Honda,HR-V,EX,Petrol,SUV,Left Hand,GCC Specs,2-3,11.264476926102368
88438,6,14739.666666666666,349.5,3249.5,5+ doors,6,5 Seater,Porsche,Cayenne,Standard,Petrol,SUV,Left Hand,GCC Specs,4-6,12.128111104060462
92904,5,18580.8,349.5,3249.5,4 door,6,5 Seater,Audi,Q8,55 TFSI quattro S line,Petrol,SUV,Left Hand,GCC Specs,4-6,12.058158312538197
112772,4,28193.0,149.5,2749.5,5+ doors,4,5 Seater,Mazda,CX-5,GT,Petrol,SUV,Left Hand,GCC Specs,4-6,11.01369897704759
4400,3,1466.6666666666667,649.5,4000.0,2 door,10,2 Seater,Lamborghini,Huracan,STO,Petrol,Coupe,Left Hand,GCC Specs,2-3,14.037854589747909
80000,6,13333.333333333334,149.5,1249.5,4 door,3,5 Seater,Ford,Figo,Standard,Petrol,Sedan,Left Hand,GCC Specs,4-6,9.612533466213929
76524,15,5101.6,549.5,4000.0,2 door,8,4 Seater,Mercedes-Benz,CL-Class,CL 63 AMG,Petrol,Coupe,Left Hand,GCC Specs,10+,11.502885230075814
52378,6,8729.666666666666,149.5,2749.5,4 door,4,7 Seater,Toyota,Fortuner,EXR,Petrol,SUV,Left Hand,GCC Specs,4-6,11.31448672129398
160000,9,17777.777777777777,249.5,2249.5,4 door,4,5 Seater,Audi,Q5,45 TFSI quattro S line,Petrol,SUV,Left Hand,GCC Specs,7-10,10.518700218288163
81000,12,6750.0,149.5,1749.5,2 door,4,5 Seater,Kia,Cerato,Other,Petrol,Coupe,Left Hand,GCC Specs,10+,10.043292972227004
0,0,0.0,449.5,3749.5,4 door,6,7 Seater,Nissan,Patrol,SE Platinum,Petrol,SUV,Left Hand,GCC Specs,0-1,12.733758336210744
12500,4,3125.0,549.5,4000.0,4 door,8,5 Seater,Bentley,Flying Spur,Standard,Petrol,Sedan,Left Hand,Japanese Specs,4-6,13.369225017834632
0,1,0.0,149.5,2749.5,5+ doors,4,7 Seater,Nissan,Xterra,SE,Petrol,SUV,Left Hand,GCC Specs,0-1,11.39640288460621
50741,3,16913.666666666668,149.5,2249.5,4 door,4,5 Seater,Mazda,6,S Grade,Petrol,Sedan,Left Hand,GCC Specs,2-3,10.993748398115178
100,1,100.0,549.5,1249.5,5+ doors,4,6 Seater,Rox,01,VIP,Hybrid,SUV,Left Hand,Chinese Specs,0-1,12.04355959836804
130000,10,13000.0,349.5,3249.5,2 door,6,4 Seater,Mitsubishi,Pajero,GLS,Petrol,Coupe,Left Hand,GCC Specs,7-10,10.463131911491969
37900,6,6316.666666666667,649.5,4000.0,4 door,8,5 Seater,BMW,X6,X6M,Petrol,SUV,Left Hand,Japanese Specs,4-6,12.149507585033072
215000,16,13437.5,549.5,749.5,5+ doors,8,8 Seater,Lexus,LX-Series,LX 570 Signature,Petrol,SUV,Left Hand,GCC Specs,10+,11.289794413577894
111000,7,15857.142857142857,249.5,3749.5,5+ doors,6,7 Seater,Dodge,Durango,GT,Petrol,SUV,Left Hand,GCC Specs,7-10,11.141876276228
113000,10,11300.0,449.5,3249.5,4 door,6,5 Seater,Land Rover,Range Rover,Vogue HSE,Petrol,SUV,Left Hand,American Specs,7-10,11.05881093278828
7795,1,7795.0,149.5,1749.5,5+ doors,4,5 Seater,BMW,X2,xDrive 20i,Petrol,SUV,Left Hand,GCC Specs,0-1,12.345838935721968
22361,4,5590.25,149.5,1249.5,4 door,4,5 Seater,Nissan,Sunny,SV,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.23462415135353
142000,13,10923.076923076924,149.5,1749.5,5+ doors,4,7 Seater,Toyota,Previa,S,Petrol,Van,Left Hand,GCC Specs,10+,10.12667110305036
178000,14,12714.285714285714,149.5,,4 door,4,5 Seater,Ford,Fiesta,Other,Petrol,Hatchback,Left Hand,Other,10+,9.39274525863144
450000,15,30000.0,149.5,1249.5,4 door,Unknown,5 Seater,Honda,City,Other,Petrol,Sedan,Left Hand,Other,10+,9.433563920090563
144003,13,11077.153846153846,249.5,749.5,4 door,4,4 Seater,Kia,Sportage,Other,Petrol,SUV,Left Hand,GCC Specs,10+,9.90353755128617
18000,1,18000.0,449.5,1249.5,4 door,6,5 Seater,Jetour,T2 i-DM,Other,Petrol,SUV,Left Hand,GCC Specs,0-1,11.767575435251748
114458,11,10405.272727272728,349.5,4000.0,4 door,8,5 Seater,Toyota,Tundra,Double Cab Limited,Petrol,Pick Up Truck,Left Hand,American Specs,10+,11.002116507732016
104000,11,9454.545454545454,649.5,4000.0,4 door,12,5 Seater,Mercedes-Benz,S-Class,S 600,Petrol,Sedan,Left Hand,GCC Specs,10+,12.08954444723597
50585,3,16861.666666666668,349.5,3249.5,2 door,6,2 Seater,Toyota,Supra,GR,Petrol,Coupe,Left Hand,GCC Specs,2-3,12.058152515453552
40000,4,10000.0,249.5,249.5,4 door,4,5 Seater,BMW,2-Series,228i,Petrol,Sports Car,Left Hand,European Specs,4-6,11.127277689932466
116547,7,16649.571428571428,549.5,249.5,4 door,Unknown,5 Seater,Tesla,Model X,Long Range,Electric,SUV,Left Hand,GCC Specs,7-10,11.791322060504474
41243,12,3436.9166666666665,549.5,4000.0,5+ doors,8,5 Seater,Porsche,Cayenne,Turbo S,Petrol,SUV,Left Hand,Japanese Specs,10+,11.694421681264394
216105,9,24011.666666666668,249.5,4000.0,4 door,6,7 Seater,Toyota,Fortuner,VXR,Petrol,SUV,Left Hand,GCC Specs,7-10,11.31448672129398
100840,19,5307.368421052632,349.5,3749.5,2 door,6,5 Seater,Porsche,Carrera / 911,Carrera 4S,Petrol,Sedan,Left Hand,European Specs,10+,12.608202196848836
1500,1,1500.0,649.5,4000.0,2 door,8,2 Seater,Aston Martin,Vantage,Standard,Petrol,Coupe,Left Hand,GCC Specs,0-1,13.955273369904273
14500,2,7250.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 300,Petrol,Sedan,Left Hand,Chinese Specs,2-3,12.301387370778713
0,1,0.0,349.5,1249.5,5+ doors,4,5 Seater,BYD,Song Plus,DM-i,Hybrid,SUV,Left Hand,Chinese Specs,0-1,11.31448672129398
99000,21,4714.285714285715,349.5,,4 door,8,5 Seater,Jaguar,XJ,8 Executive,Petrol,Sedan,Left Hand,Japanese Specs,10+,10.373522431293592
120000,10,12000.0,449.5,1749.5,4 door,4,5 Seater,Hyundai,Accent,Other,Petrol,Hatchback,Left Hand,GCC Specs,7-10,9.711176264112805
60000,5,12000.0,349.5,4000.0,4 door,8,7 Seater,Nissan,Patrol,LE Platinum,Petrol,SUV,Left Hand,GCC Specs,4-6,12.201065128819632
143500,7,20500.0,249.5,3249.5,5+ doors,6,7 Seater,Nissan,Pathfinder,S 4WD,Petrol,SUV,Left Hand,GCC Specs,7-10,10.703266939811954
18000,7,2571.428571428572,649.5,3749.5,2 door,8,2 Seater,Ferrari,488 GTB,Other,Petrol,Coupe,Left Hand,European Specs,7-10,13.369225017834632
79733,4,19933.25,349.5,3249.5,5+ doors,6,5 Seater,BMW,X6,xDrive40i M Sport,Petrol,SUV,Left Hand,GCC Specs,4-6,12.384223015005311
10,4,2.5,149.5,2749.5,5+ doors,4,5 Seater,Toyota,Prado,Other,Diesel,SUV,Left Hand,European Specs,4-6,12.154784614286667
6500,2,3250.0,349.5,2749.5,4 door,6,5 Seater,Ford,F-Series Pickup,XLT,Petrol,Pick Up Truck,Left Hand,Other,2-3,11.884495917930655
27295,3,9098.333333333334,449.5,3249.5,5+ doors,6,8 Seater,Jeep,Grand Wagoneer,Series III,Petrol,SUV,Left Hand,GCC Specs,2-3,12.429216196844385
206235,14,14731.07142857143,249.5,4000.0,5+ doors,6,7 Seater,Nissan,Patrol Safari,Safari,Petrol,SUV,Left Hand,GCC Specs,10+,11.002116507732016
35000,6,5833.333333333333,149.5,1249.5,3 door,4,2 Seater,CMC,Veryca,Freezer,Petrol,Van,Left Hand,GCC Specs,4-6,10.184937747111393
95000,3,31666.666666666668,149.5,1749.5,5+ doors,3,5 Seater,Toyota,Corolla Cross,XL,Petrol,SUV,Left Hand,GCC Specs,2-3,11.001949829953112
76448,6,12741.333333333334,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 350,Petrol,Sedan,Left Hand,American Specs,4-6,11.289794413577894
114000,7,16285.714285714286,249.5,2749.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 350,Petrol,Sedan,Left Hand,GCC Specs,7-10,11.728044909070784
72034,7,10290.57142857143,349.5,3249.5,5+ doors,6,5 Seater,BMW,X5,xDrive40i M Sport,Petrol,SUV,Left Hand,GCC Specs,7-10,11.976665770490769
26500,2,13250.0,249.5,1749.5,5+ doors,4,5 Seater,Porsche,Macan,Standard,Petrol,SUV,Left Hand,American Specs,2-3,12.367345048436391
17927,1,17927.0,149.5,2749.5,4 door,4,7 Seater,Toyota,Fortuner,EXR,Petrol,SUV,Left Hand,GCC Specs,0-1,11.695247021764184
280000,13,21538.46153846154,449.5,3749.5,4 door,6,7 Seater,Nissan,Pathfinder,SV,Petrol,SUV,Left Hand,GCC Specs,10+,10.165890277802454
113000,5,22600.0,149.5,2749.5,4 door,4,7 Seater,Nissan,Xterra,SE,Petrol,SUV,Left Hand,GCC Specs,4-6,11.112462823634855
25000,6,4166.666666666667,649.5,4000.0,2 door,12,4 Seater,Bentley,Continental,GT W12,Petrol,Coupe,Left Hand,GCC Specs,4-6,13.178745601197818
14,1,14.0,449.5,1249.5,4 door,4,7 Seater,Rox,01,Other,Hybrid,SUV,Left Hand,Other,0-1,12.230770136157428
20,1,20.0,649.5,1249.5,5+ doors,4,5 Seater,BYD,Leopard 5,Navigator,Hybrid,SUV,Left Hand,Chinese Specs,0-1,11.819681958463892
36000,4,9000.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C300,Petrol,Sedan,Left Hand,American Specs,4-6,11.635151947212842
215686,18,11982.555555555557,349.5,4000.0,5+ doors,8,5 Seater,Land Rover,Range Rover Sport,HSE,Petrol,SUV,Left Hand,GCC Specs,10+,9.711176264112805
20443,3,6814.333333333333,649.5,4000.0,5+ doors,8,5 Seater,Lamborghini,Urus,Performante,Petrol,SUV,Left Hand,European Specs,2-3,13.863348840666829
155000,11,14090.90909090909,349.5,3249.5,4 door,6,6 Seater,Mercedes-Benz,S-Class,S 400,Petrol,Sedan,Left Hand,GCC Specs,10+,11.277215789596893
195000,8,24375.0,349.5,4000.0,5+ doors,6,5 Seater,Infiniti,QX70,50th Anniversary Edition,Petrol,SUV,Left Hand,GCC Specs,7-10,10.545367754151744
71000,3,23666.666666666668,549.5,4000.0,5+ doors,8,7 Seater,Chevrolet,Tahoe,Z71,Petrol,SUV,Left Hand,GCC Specs,2-3,12.25367639189854
3850,4,962.5,349.5,3249.5,2 door,6,4 Seater,Porsche,Carrera / 911,Carrera,Petrol,Coupe,Left Hand,Japanese Specs,4-6,13.081335111611615
321000,13,24692.30769230769,249.5,2249.5,4 door,6,5 Seater,Nissan,Altima,SV,Petrol,Sedan,Left Hand,American Specs,10+,9.546884034617923
5000,2,2500.0,649.5,,4 door,4,6 Seater,Kia,EV9,GT-Line,Electric,SUV,Left Hand,American Specs,2-3,12.013706813470414
15000,3,5000.0,249.5,2249.5,4 door,4,5 Seater,BMW,5-Series,520i M-Kit,Petrol,Sedan,Left Hand,Japanese Specs,2-3,11.767575435251748
125000,12,10416.666666666666,449.5,4000.0,5+ doors,8,8 Seater,Nissan,Patrol,LE Platinum,Petrol,SUV,Left Hand,GCC Specs,10+,11.277215789596893
0,0,0.0,49.5,2249.5,4 door,4,5 Seater,Suzuki,Dzire,GLX,Petrol,Sedan,Left Hand,GCC Specs,0-1,10.736418414365374
58000,4,14500.0,149.5,1749.5,5+ doors,4,4 Seater,Mercedes-Benz,E-Class,E 200,Petrol,Sedan,Left Hand,European Specs,4-6,11.736077016252436
254000,11,23090.90909090909,149.5,2249.5,5+ doors,Unknown,5 Seater,Renault,Duster,Standard,Petrol,Crossover,Left Hand,GCC Specs,10+,9.105090961257083
112000,6,18666.666666666668,149.5,1749.5,4 door,4,5 Seater,Honda,CR-V,EX,Petrol,SUV,Left Hand,American Specs,4-6,10.757924157061597
130000,6,21666.666666666668,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,CLA,CLA250 AMG,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.502885230075814
71000,17,4176.470588235294,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,C-Class,C63 AMG,Petrol,Sedan,Left Hand,Japanese Specs,10+,11.678448377988165
19500,3,6500.0,449.5,249.5,5+ doors,Unknown,5 Seater,Tesla,Model Y,Performance,Electric,SUV,Left Hand,GCC Specs,2-3,11.767575435251748
94000,10,9400.0,249.5,2249.5,4 door,4,5 Seater,Chevrolet,Impala,LTZ,Petrol,Sedan,Left Hand,Korean Specs,7-10,10.203629181337648
66000,6,11000.0,249.5,1249.5,4 door,4,5 Seater,Mercedes-Benz,CLA,CLA250 AMG,Petrol,SUV,Left Hand,American Specs,4-6,11.407576060361786
16800,1,16800.0,149.5,1249.5,4 door,4,5 Seater,Geely,Coolray,GF+,Petrol,SUV,Left Hand,GCC Specs,0-1,11.06665398721974
139000,8,17375.0,349.5,4000.0,4 door,8,7 Seater,Toyota,Land Cruiser,V8 Turbo,Diesel,SUV,Left Hand,GCC Specs,7-10,11.78296023574194
23500,3,7833.333333333333,649.5,4000.0,4 door,8,4 Seater,Mercedes-Benz,AMG,GT 63 S,Petrol,Sedan,Left Hand,European Specs,2-3,12.89921982609012
165000,10,16500.0,149.5,2249.5,5+ doors,4,5 Seater,BMW,5-Series,520i,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.545367754151744
15000,9,1666.6666666666667,749.5,4000.0,2 door,12,2 Seater,Lamborghini,Aventador S,Coupe,Petrol,Coupe,Left Hand,GCC Specs,7-10,13.997832948091215
45000,3,15000.0,149.5,1249.5,4 door,4,5 Seater,JAC,S3,Luxury,Petrol,SUV,Left Hand,GCC Specs,2-3,10.357774570341576
43197,3,14399.0,449.5,3249.5,5+ doors,6,5 Seater,Mercedes-Benz,GLE-Class,GLE 53,Petrol,SUV,Left Hand,GCC Specs,2-3,12.765405536311112
7500,3,2500.0,349.5,3749.5,2 door,6,4 Seater,Dodge,Challenger,SXT,Petrol,Coupe,Left Hand,American Specs,2-3,11.38510345703214
205000,17,12058.823529411764,249.5,,5+ doors,4,Unknown,Peugeot,308,SW,Petrol,SUV,Left Hand,European Specs,10+,8.853808274977197
19000,3,6333.333333333333,549.5,4000.0,4 door,8,5 Seater,Land Rover,Defender,110 P525,Petrol,SUV,Left Hand,GCC Specs,2-3,12.92391243868049
300000,23,13043.478260869566,249.5,4000.0,4 door,3,8 Seater,Lexus,LS-Series,3/4 Ultra,Petrol,Sedan,Left Hand,American Specs,10+,9.99884318585288
117000,7,16714.285714285714,349.5,2749.5,5+ doors,6,5 Seater,Toyota,Camry,Sport,Petrol,Sedan,Left Hand,GCC Specs,7-10,11.251573687764475
23000,5,4600.0,549.5,4000.0,2 door,8,5 Seater,Land Rover,Defender,90,Petrol,SUV,Left Hand,European Specs,4-6,12.676076274775909
2000,1,2000.0,249.5,2249.5,5+ doors,4,7 Seater,Jetour,T2,Extended Edition,Petrol,SUV,Left Hand,Chinese Specs,0-1,11.84939770159144
0,0,0.0,249.5,1749.5,5+ doors,4,5 Seater,GWM,Tank 300,Challenger,Petrol,SUV,Left Hand,Other,0-1,11.53273789613992
57000,6,9500.0,449.5,3249.5,2 door,6,4 Seater,BMW,M2,M2 Competition,Petrol,Coupe,Left Hand,GCC Specs,4-6,12.250094315624496
46727,2,23363.5,349.5,1749.5,4 door,4,7 Seater,TANK,500,Prestige,Petrol,SUV,Left Hand,GCC Specs,2-3,11.848690308590855
58000,10,5800.0,749.5,4000.0,4 door,8,4 Seater,Mercedes-Benz,S-Class,S 63 AMG,Petrol,Soft Top Convertible,Left Hand,Other,7-10,12.691583538230216
17000,2,8500.0,349.5,3249.5,5+ doors,6,5 Seater,Mercedes-Benz,GLE-Class,GLE 450 4Matic,Petrol,SUV,Left Hand,American Specs,2-3,12.19602736016897
