brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,log_price,age_bucket
Ferrari,812 Superfast,7624,Standard,2 door,Petrol,12,Sports Car,2 Seater,Left Hand,Other,6,749.5,4000.0,1270.6666666666667,13.996164892381724,4-6
Nissan,Tiida,94000,SE,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,Japanese Specs,13,149.5,1749.5,7230.7692307692305,9.741027444837728,10+
Porsche,Cayman,171539,Standard,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,11,249.5,2749.5,15594.454545454546,11.407576060361786,10+
Land Rover,Defender,135000,110 First Edition,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,6,349.5,4000.0,22500.0,12.095146671399466,4-6
Ferrari,F8 Spider,10500,V8 Turbo HELE,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,5,749.5,3749.5,2100.0,14.074793155894357,4-6
Changan,CS95,9000,Royal,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,1,249.5,2249.5,9000.0,11.350418300109132,0-1
Jaguar,F-Pace,80000,R-Dynamic,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,4,249.5,2249.5,20000.0,11.918390573078392,4-6
Chevrolet,Tahoe,68,LS,5+ doors,Petrol,8,SUV,8+ Seater,Left Hand,GCC Specs,1,449.5,4000.0,68.0,12.149507585033072,0-1
Cadillac,Escalade,9000,Sport Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,449.5,4000.0,4500.0,12.871337193291367,2-3
Nissan,Sunny,260000,EX Saloon,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,13,349.5,1749.5,20000.0,9.35018926709258,10+
Toyota,Hilux,162768,Single Cab,2 door,Petrol,4,Pick Up Truck,2 Seater,Left Hand,GCC Specs,5,149.5,2749.5,32553.6,11.141876276228,4-6
Audi,S3/RS3,64000,RS,5+ doors,Petrol,5,Hatchback,5 Seater,Left Hand,GCC Specs,4,449.5,2749.5,16000.0,12.230721354717781,4-6
Land Rover,Range Rover Sport,178000,SVR,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,11,449.5,3749.5,16181.818181818182,11.49273296168228,10+
Lexus,IS-Series,21600,IS 350 F Sport Platinum,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,4,349.5,3749.5,5400.0,12.037659911047468,4-6
Kia,Seltos,22000,GT Line,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,3,249.5,1749.5,7333.333333333333,11.19822841866684,2-3
Nissan,Versa,130957,SV,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,8,149.5,1249.5,16369.625,9.472704636443671,7-10
Volkswagen,Golf,17618,GTI P2,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,3,249.5,2249.5,5872.666666666667,11.669082701743504,2-3
Lexus,LS-Series,100000,LS 460,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Canadian Specs,10,349.5,4000.0,10000.0,11.156264806643742,7-10
Hyundai,Sonata,171000,Standard,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,14,149.5,2249.5,12214.285714285714,9.770013301136158,10+
Dodge,Charger,248000,R/T,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,12,349.5,4000.0,20666.666666666668,9.975854724662028,10+
Jeep,Cherokee,1200,Laredo,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,1,249.5,,1200.0,12.100712129872347,0-1
Toyota,Coaster,15,Other,4 door,Petrol,6,Van,,Left Hand,GCC Specs,1,249.5,,15.0,13.180634172318978,0-1
Jeep,Compass,92110,Longitude,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,,2249.5,13158.57142857143,10.742702836729976,7-10
Nissan,Patrol,113000,SE,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,6,349.5,4000.0,18833.33333333333,11.49273296168228,4-6
Mercedes-Benz,CLS-Class,105000,CLS 63 AMG 4matic,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,10,549.5,4000.0,10500.0,11.798111925972618,7-10
Suzuki,Kizashi,133100,Sport,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,15,149.5,2249.5,8873.333333333334,9.717218213494077,10+
Mercedes-Benz,G-Class Brabus,0,G 800 Widestar,5+ doors,Petrol,8,SUV,,Left Hand,European Specs,1,849.5,,0.0,14.66950068935403,0-1
Volkswagen,Beetle,99787,S,3 door,Petrol,4,Coupe,4 Seater,Left Hand,GCC Specs,10,249.5,2249.5,9978.7,10.463131911491967,7-10
Rolls-Royce,Ghost,0,Black Badge,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,2,649.5,4000.0,0.0,14.151268968443645,2-3
Nissan,Patrol,42091,SE,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,2,249.5,4000.0,21045.5,12.206027644517643,2-3
Cadillac,Escalade,62000,V,4 door,Petrol,8,SUV,7 Seater,Left Hand,American Specs,3,649.5,,20666.666666666668,12.721888795877375,2-3
Mercedes-Benz,CLS-Class,155000,CLS 400,4 door,Diesel,6,Sedan,5 Seater,Left Hand,Korean Specs,7,349.5,2749.5,22142.85714285714,11.542493975902508,7-10
Ford,Edge,46,SEL,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,2249.5,15.333333333333334,11.608235644774552,2-3
Mercedes-Benz,M-Class,170000,ML 350 AMG 4MATIC,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,13,349.5,3249.5,13076.923076923076,10.571342565808699,10+
BMW,M4,13009,Competition,2 door,Petrol,6,Soft Top Convertible,4 Seater,Left Hand,GCC Specs,3,549.5,3249.5,4336.333333333333,12.820057564043887,2-3
MINI,Cooper,12064,Cooper S,3 door,Petrol,3,Hatchback,4 Seater,Left Hand,GCC Specs,2,149.5,1249.5,6032.0,11.49272275765271,2-3
MINI,Cooper,41000,Cooper,2 door,Electric,,Coupe,4 Seater,Left Hand,American Specs,3,449.5,,13666.666666666666,10.985309671896763,2-3
Mercedes-Benz,C-Class,75365,C63 S AMG,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,7,549.5,4000.0,10766.42857142857,12.34148164933907,7-10
BMW,M-Coupe,23893,Other,2 door,Petrol,6,Coupe,Unknown,Left Hand,GCC Specs,3,349.5,,7964.333333333333,12.202064624132635,2-3
Ford,Edge,85000,SEL,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,249.5,2249.5,12142.857142857143,10.747229096720554,7-10
Porsche,Cayman,92788,S,2 door,Petrol,4,Coupe,2 Seater,Left Hand,GCC Specs,9,349.5,2749.5,10309.777777777776,11.93164237875414,7-10
Nissan,Urvan,248000,NV350,4 door,Petrol,4,Van,2 Seater,Left Hand,GCC Specs,6,149.5,2249.5,41333.333333333336,10.859018228147889,4-6
Mercedes-Benz,CLE-Class,1175,CLE200,2 door,Petrol,4,Coupe,4 Seater,Left Hand,GCC Specs,1,249.5,2249.5,1175.0,12.487300182210822,0-1
Nissan,X-Trail,67000,SL Plus,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,5,249.5,2249.5,13400.0,11.225256725762891,4-6
Lexus,GS-Series,220000,GS 350 Platinum,4 door,Petrol,6,Sedan,,Left Hand,American Specs,13,249.5,,16923.076923076922,10.463131911491967,10+
Jeep,Wrangler,111438,Sport,3 door,Petrol,6,SUV,4 Seater,Left Hand,GCC Specs,9,249.5,3749.5,12382.0,11.047726275896391,7-10
Porsche,Panamera,14132,GTS,4 door,Petrol,8,Sedan,,Left Hand,GCC Specs,1,549.5,,14132.0,13.303018546545275,0-1
Volvo,V-Class,99500,,,,,,,,,10,,,9950.0,10.064798252418377,7-10
Rolls-Royce,Ghost,129000,Standard,4 door,Petrol,12,Sedan,,Left Hand,GCC Specs,13,549.5,4000.0,9923.076923076924,12.154779351142624,10+
Ford,Edge,130000,Sport Limited,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,13,249.5,3249.5,10000.0,10.064798252418376,10+
Audi,A7,96000,50 TFSI,4 door,Petrol,Unknown,Sedan,4 Seater,Left Hand,GCC Specs,9,349.5,3249.5,10666.666666666666,11.350418300109132,7-10
Mercedes-Maybach,GLS-Class,0,GLS 600 4Matic,4 door,Petrol,8,SUV,4 Seater,Left Hand,Japanese Specs,2,549.5,,0.0,13.500801182986649,2-3
Mercedes-Benz,C-Class,77338,C250,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,18,,2249.5,4296.555555555556,10.292179440058462,10+
Jetour,T2,0,20th Anniversary Edition,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,Chinese Specs,1,249.5,,0.0,11.599112335481124,0-1
Mercedes-Benz,GLE Coupe,94370,GLE 53 AMG,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,4,349.5,,23592.5,12.425212191503038,4-6
Alfa Romeo,Stelvio,90000,Quadrifoglio,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,8,549.5,2749.5,11250.0,11.884489021402713,7-10
Nissan,Murano,30240,SV,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,18,249.5,3249.5,1680.0,9.105090961257083,10+
Nissan,Patrol Safari,500000,GL,2 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,23,449.5,4000.0,21739.130434782608,10.757924157061597,10+
Audi,Q7,236000,40 TFSI quattro Sport,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,17,249.5,3749.5,13882.35294117647,9.305741456739437,10+
Audi,A3,4968,40 TFSI Premium,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Other,2,249.5,2249.5,2484.0,11.599112335481124,2-3
Toyota,Sienna,218000,LE,4 door,Petrol,6,Van,8 Seater,Left Hand,American Specs,11,249.5,3249.5,19818.18181818182,10.12667110305036,10+
Tesla,Model 3,15265,Standard Plus,4 door,Electric,,Sedan,5 Seater,Left Hand,GCC Specs,1,349.5,,15265.0,11.80560254159177,0-1
Toyota,Raize,9524,G,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,2,149.5,749.5,4762.0,11.000448478455008,2-3
Audi,A5,21687,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,10843.5,12.100161978566867,2-3
Chevrolet,Silverado,75000,1500 LT Trail Boss,2 door,Petrol,8,SUV,2 Seater,Left Hand,GCC Specs,2,,,37500.0,11.842236406331555,2-3
BMW,X5,36474,X5M Competition,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,2,649.5,4000.0,18237.0,12.994532278619134,2-3
Chevrolet,Cruze,310000,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,149.5,1749.5,28181.81818181818,9.210440366976515,10+
Land Rover,Defender,18570,110 HSE (P400),5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,3,449.5,3249.5,6190.0,12.89897229545694,2-3
Lexus,IS-Series,200000,IS 250 F Sport,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,12,249.5,3249.5,16666.666666666668,10.34177474101152,10+
Mercedes-Benz,S-Class,187753,S 500,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,15,349.5,,12516.866666666667,10.491274217438248,10+
BMW,3-Series,34000,330i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,249.5,2249.5,17000.0,12.100712129872347,2-3
Nissan,Navara,0,SE,4 door,Petrol,4,Pick Up Truck,5 Seater,Left Hand,Other,3,249.5,2249.5,0.0,10.985309671896765,2-3
BMW,iX,43736,xDrive40,5+ doors,Electric,,SUV,5 Seater,Left Hand,GCC Specs,3,349.5,,14578.666666666666,12.230770136157428,2-3
Land Rover,Discovery,77000,Other,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,249.5,2249.5,11000.0,11.512925464970229,7-10
Ferrari,GTC4 Lusso,89855,V12,3 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,9,649.5,4000.0,9983.888888888889,13.060490101343552,7-10
Mercedes-Benz,SL-Class,69000,SL 400,2 door,Petrol,6,Hard Top Convertible,2 Seater,Left Hand,Japanese Specs,10,349.5,3249.5,6900.0,11.918397239722838,7-10
BMW,3-Series,168298,318i,4 door,Petrol,3,Sedan,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,16829.8,10.341742483467284,7-10
Toyota,Camry,290000,GL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,12,249.5,2249.5,24166.666666666668,9.770013301136158,10+
Dodge,Durango,335000,Limited,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,11,349.5,,30454.545454545456,10.165890277802454,10+
Toyota,Yaris,82000,SE,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,13666.666666666666,10.203629181337648,4-6
Jeep,Wrangler,117000,Unlimited Sport,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,5,249.5,3249.5,23400.0,11.652696102959752,4-6
Mercedes-Benz,GLK-Class,103693,GLK 350 4matic,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,Japanese Specs,13,349.5,3249.5,7976.384615384615,10.896757843893464,10+
Land Rover,Discovery Sport,95395,P200 SE,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,249.5,2249.5,15899.166666666666,11.56171562913966,4-6
BMW,X3,56000,X3M Competition,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,5,549.5,3749.5,11200.0,12.250094315624496,4-6
Dodge,Challenger,249000,SRT,2 door,Petrol,6,Other,5 Seater,Left Hand,Canadian Specs,15,449.5,3749.5,16600.0,9.90353755128617,10+
Maserati,Levante,60000,GranSport,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,7,449.5,3749.5,8571.42857142857,11.970356641103,7-10
Suzuki,Grand Vitara,216000,Standard,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,10,149.5,,21600.0,10.021315031649332,7-10
Mazda,6,50706,S Grade,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,2749.5,16902.0,10.983596369639676,2-3
BYD,HAN,0,Flagship Edition,4 door,Electric,,Sedan,5 Seater,Left Hand,Chinese Specs,1,649.5,,0.0,11.744045122410057,0-1
Audi,A5,40046,S-line,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,249.5,2249.5,13348.666666666666,11.976665770490769,2-3
Ferrari,812,191,GTS,2 door,Petrol,12,Coupe,2 Seater,Left Hand,European Specs,4,849.5,4000.0,47.75,14.731401609977071,4-6
Jeep,Wrangler,83800,Unlimited Rubicon,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,Canadian Specs,7,249.5,3749.5,11971.42857142857,11.440365524765756,7-10
BMW,6-Series,140000,630i,2 door,Petrol,6,Soft Top Convertible,4 Seater,Left Hand,GCC Specs,20,249.5,2749.5,7000.0,9.674137279312397,10+
Land Rover,Range Rover,143000,Vogue SE Supercharged,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,8,549.5,4000.0,17875.0,11.884489021402711,7-10
Ferrari,Purosangue,0,Design Pack,4 door,Petrol,12,SUV,4 Seater,Left Hand,European Specs,0,849.5,4000.0,0.0,14.767168819776032,0-1
Land Rover,Range Rover Sport,157000,HSE Supercharged,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,12,449.5,3749.5,13083.333333333334,10.819798284210286,10+
Mitsubishi,Outlander,680,Prime Edition,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,0,149.5,2749.5,680.0,11.918397239722838,0-1
Toyota,Rav 4,45858,XLE,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,American Specs,3,149.5,2249.5,15286.0,11.141876276228,2-3
BMW,3-Series,89272,320i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,6,149.5,2249.5,14878.666666666666,11.373674891823535,4-6
Nissan,Rogue,120000,SV,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,10,249.5,2249.5,12000.0,10.12667110305036,7-10
Mercedes-Benz,CLS-Class,185220,CLS 450 4Matic,4 door,Petrol,6,Sedan,5 Seater,Left Hand,European Specs,8,349.5,3249.5,23152.5,11.461642696843066,7-10
Land Rover,Range Rover,172961,HSE,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,11,,,15723.727272727272,10.819798284210286,10+
Nissan,Patrol,150000,LE Titanium,5+ doors,Petrol,8,SUV,,Left Hand,GCC Specs,5,449.5,,30000.0,11.813037464800539,4-6
Denza,N9,0,Flagship,5+ doors,Hybrid,4,SUV,,Left Hand,Chinese Specs,1,449.5,,0.0,12.429220196836383,0-1
Toyota,Sienna,220000,LE,5+ doors,Petrol,6,Crossover,,Left Hand,American Specs,19,449.5,3749.5,11578.947368421053,9.90353755128617,10+
Mercedes-Benz,GLC,154000,GLC 300 AMG,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,American Specs,7,249.5,,22000.0,11.314486721293981,7-10
Chevrolet,Silverado,69000,LT,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,5,449.5,4000.0,13800.0,11.91170829631447,4-6
Jaguar,F-Type,85417,V6,2 door,Petrol,6,Soft Top Convertible,2 Seater,Left Hand,Korean Specs,9,349.5,3249.5,9490.777777777776,11.561725152903833,7-10
Maserati,MC20,16000,Base,2 door,Petrol,6,Coupe,2 Seater,Left Hand,European Specs,3,649.5,3249.5,5333.333333333333,13.38318953651709,2-3
Suzuki,Ciaz,32000,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,49.5,1249.5,10666.666666666666,10.545341438708522,2-3
Jaguar,F-Pace,45000,25T,4 door,Petrol,4,SUV,5 Seater,Left Hand,Other,7,249.5,2749.5,6428.571428571428,11.141876276228,7-10
McLaren,765LT,0,Other,2 door,Petrol,8,Hard Top Convertible,Unknown,Left Hand,GCC Specs,4,749.5,,0.0,14.690562958662095,4-6
Jaguar,F-Pace,61949,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,Canadian Specs,6,249.5,2249.5,10324.833333333334,11.461632170582678,4-6
Mercedes-Benz,GLE-Class,242000,GLE 53 AMG 4Matic Plus,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,5,449.5,3249.5,48400.0,12.07254696717504,4-6
Audi,A3,76300,35 TFSI,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,4,149.5,1249.5,19075.0,10.950824090522445,4-6
Porsche,Carrera / 911,2000,GT3 RS,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,1,549.5,4000.0,2000.0,14.026582337760486,0-1
Chery,Arrizo 5,0,Comfort,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,0,149.5,,0.0,10.725489582719506,0-1
Toyota,Camry,69000,SE,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,5,,,13800.0,10.915106645867503,4-6
MG,6,76000,Standard,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,5,149.5,1749.5,15200.0,10.511920715155128,4-6
Hyundai,Tucson,150000,GDI,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,8,249.5,2249.5,18750.0,10.434145214930489,7-10
Toyota,Hiace,148000,Other,3 door,Petrol,6,Other,8+ Seater,Left Hand,GCC Specs,4,249.5,3749.5,37000.0,11.695255355062795,4-6
Mercedes-Benz,GLS-Class,20958,GLS 450 4MATIC Premium Plus,4 door,Petrol,6,SUV,6 Seater,Left Hand,American Specs,2,449.5,2749.5,10479.0,12.721888795877376,2-3
Toyota,Prado,132000,GX MID,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,18,49.5,2749.5,7333.333333333333,10.419330568113901,10+
Toyota,Fortuner,47000,EXR,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,6,149.5,2749.5,7833.333333333333,11.314486721293981,4-6
Suzuki,Jimny,39376,GLX AT,3 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,13125.333333333334,11.125806040978839,2-3
Nissan,Pathfinder,143500,S 4WD,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,7,249.5,3249.5,20500.0,10.703266939811954,7-10
Dodge,Charger,149000,R/T,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,5,349.5,4000.0,29800.0,11.686887175419702,4-6
Lexus,LS-Series,209000,Full Option (long),4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,14,449.5,3749.5,14928.57142857143,10.308985993422082,10+
Suzuki,Dzire,10,GLX,4 door,Hybrid,3,Sedan,5 Seater,Left Hand,Other,1,49.5,1249.5,10.0,10.591647316585028,0-1
Dodge,Challenger,198000,SXT,2 door,Petrol,6,Coupe,,Left Hand,American Specs,11,349.5,3749.5,18000.0,10.518700218288165,10+
Mercedes-Benz,GLS-Class,79000,GLS 450,4 door,Petrol,6,SUV,,Left Hand,GCC Specs,6,349.5,,13166.666666666666,12.384223015005313,4-6
Tesla,Model 3,6000,Standard Plus,4 door,Electric,,Sedan,,Left Hand,American Specs,1,249.5,,6000.0,11.461642696843066,0-1
Porsche,Panamera,16750,Standard,4 door,Hybrid,6,Sedan,4 Seater,Left Hand,GCC Specs,1,349.5,2749.5,16750.0,13.02805489573287,0-1
Lincoln,Navigator,220000,L AWD,5+ doors,Petrol,8,SUV,8+ Seater,Left Hand,GCC Specs,13,950.0,,16923.076923076922,10.12667110305036,10+
Ford,Edge,174000,SEL,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,12,349.5,3249.5,14500.0,9.798182590890704,10+
TANK,500,0,Prestige,4 door,Petrol,6,SUV,5 Seater,Left Hand,Chinese Specs,1,449.5,2749.5,0.0,11.982935344196433,0-1
Audi,R8,45000,Spyder,2 door,Petrol,8,Soft Top Convertible,2 Seater,Left Hand,GCC Specs,10,449.5,4000.0,4500.0,12.409017571151187,7-10
Land Rover,Range Rover,120,P530,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,Canadian Specs,0,449.5,4000.0,120.0,13.493928313146206,0-1
Mercedes-Benz,C-Class,70000,C 300 Cabriolet,2 door,Petrol,4,Soft Top Convertible,4 Seater,Left Hand,American Specs,7,249.5,,10000.0,11.002116507732017,7-10
BYD,Leopard,68,Titanium 7,4 door,Hybrid,4,SUV,5 Seater,Left Hand,Chinese Specs,1,649.5,1249.5,68.0,11.849404844423074,0-1
Mercedes-Benz,EQB,57000,350 4Matic,5+ doors,Electric,,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,,19000.0,11.767575435251748,2-3
BMW,2-Series,35000,230i,2 door,Petrol,4,Coupe,4 Seater,Left Hand,GCC Specs,2,249.5,2249.5,17500.0,12.07254696717504,2-3
BMW,7-Series,84000,750Li,4 door,Hybrid,8,Sedan,5 Seater,Left Hand,Japanese Specs,16,449.5,4000.0,5250.0,10.463131911491967,10+
Kia,Pegas,84161,EX,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,5,49.5,1249.5,16832.2,10.27163147557801,4-6
Toyota,Land Cruiser,0,VXR,4 door,Hybrid,6,SUV,7 Seater,Left Hand,GCC Specs,1,449.5,3249.5,0.0,12.793862088206213,0-1
Kia,Seltos,17000,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,149.5,1249.5,17000.0,11.097425172408931,0-1
Hyundai,Elantra,28424,Smart,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,1,,1749.5,28424.0,11.075969689770693,0-1
Volkswagen,Teramont,129406,Comfortline,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,3,249.5,3749.5,43135.333333333336,11.39640288460621,2-3
Mitsubishi,ASX,0,GLX,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,,0.0,10.993748398115178,2-3
Chevrolet,Avalanche,550000,LTZ,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,14,349.5,4000.0,39285.71428571428,10.239995502805316,10+
Porsche,Cayman,4850,GTS,2 door,Petrol,6,Coupe,2 Seater,Left Hand,GCC Specs,2,449.5,4000.0,2425.0,12.899222326086994,2-3
Toyota,Prado,64000,EXR,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,11,149.5,2749.5,5818.181818181818,11.302216779257382,10+
Hummer,H2,46600,Luxury LE,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,18,449.5,4000.0,2588.8888888888887,11.81303746480054,10+
Jetour,T2,0,2.0L 4WD,4 door,Petrol,4,SUV,5 Seater,Left Hand,Chinese Specs,1,249.5,2249.5,0.0,11.48247656671073,0-1
BMW,M5,115970,Standard,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,14,549.5,4000.0,8283.57142857143,11.60824473564232,10+
Nissan,Sunny,195000,Base,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,5,149.5,1249.5,39000.0,9.787009914477434,4-6
Toyota,Prado,0,Other,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,0,249.5,2249.5,0.0,12.264346270624157,0-1
Porsche,Carrera / 911,80,Targa 4S,2 door,Petrol,6,Soft Top Convertible,4 Seater,Left Hand,Other,3,449.5,3249.5,26.666666666666668,13.457407451830088,2-3
BMW,X2,400,xDrive 20i,5+ doors,Petrol,4,SUV,,Left Hand,GCC Specs,0,249.5,,400.0,12.34148164933907,0-1
GMC,Sierra,139000,Denali,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,5,449.5,4000.0,27800.0,11.842236406331557,4-6
Toyota,Hilux,0,Single Cab,2 door,Petrol,4,Pick Up Truck,2 Seater,Left Hand,GCC Specs,1,149.5,2749.5,0.0,11.302216779257382,0-1
Porsche,Macan,89000,S,5+ doors,Petrol,6,Coupe,5 Seater,Left Hand,GCC Specs,11,349.5,3249.5,8090.909090909091,11.510432359764517,10+
Porsche,Cayenne,15326,Turbo,4 door,Petrol,8,SUV,5 Seater,Left Hand,Japanese Specs,7,549.5,4000.0,2189.4285714285716,12.660331092405906,7-10
Mercedes-Benz,G-Class,64,G 63 AMG,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,European Specs,1,549.5,4000.0,64.0,13.887832149776026,0-1
Toyota,Hilux,1,Other,4 door,Diesel,4,Pick Up Truck,6 Seater,Left Hand,Other,1,149.5,2249.5,1.0,11.842236406331557,0-1
Volkswagen,Atlas,113500,SE,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,American Specs,7,249.5,3749.5,16214.285714285714,10.545367754151744,7-10
Maserati,Levante,22800,GT Hybrid,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,349.5,,7600.0,12.608202196848836,2-3
Infiniti,Q50,190000,Sport,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,12,349.5,3249.5,15833.333333333334,10.404293143019792,10+
Chevrolet,Tahoe,118000,Z71,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,4,349.5,4000.0,29500.0,11.91170829631447,4-6
Toyota,Prado,140000,VXR,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,9,349.5,,15555.555555555555,11.264476926102367,7-10
